"order_number","new_discount_rate","discount_rate_application"
"11013","0%","APPLY_NEW_DISCOUNT_RATE"
"10536","0%","APPLY_OLD_DISCOUNT_RATE"
"10304","5%","APPLY_OLD_DISCOUNT_RATE"
"10278","5%","APPLY_OLD_DISCOUNT_RATE"
"10953","5%","APPLY_OLD_DISCOUNT_RATE"
"10671","0%","APPLY_OLD_DISCOUNT_RATE"
"10598","10%","APPLY_OLD_DISCOUNT_RATE"
"10413","0%","APPLY_OLD_DISCOUNT_RATE"
"10258","5%","APPLY_OLD_DISCOUNT_RATE"
"10945","0%","APPLY_OLD_DISCOUNT_RATE"
"10552","0%","APPLY_OLD_DISCOUNT_RATE"
"10776","10%","APPLY_OLD_DISCOUNT_RATE"
"10646","5%","APPLY_OLD_DISCOUNT_RATE"
"10911","5%","APPLY_OLD_DISCOUNT_RATE"
"10979","0%","APPLY_OLD_DISCOUNT_RATE"
"10926","0%","APPLY_OLD_DISCOUNT_RATE"
"10756","0%","APPLY_OLD_DISCOUNT_RATE"
"10717","0%","APPLY_OLD_DISCOUNT_RATE"
"10261","0%","APPLY_OLD_DISCOUNT_RATE"
"10524","10%","APPLY_OLD_DISCOUNT_RATE"
"10854","10%","APPLY_OLD_DISCOUNT_RATE"
"10274","0%","APPLY_OLD_DISCOUNT_RATE"
"10468","5%","APPLY_OLD_DISCOUNT_RATE"
"10991","0%","APPLY_OLD_DISCOUNT_RATE"
"10967","5%","APPLY_OLD_DISCOUNT_RATE"
"10634","0%","APPLY_OLD_DISCOUNT_RATE"
"10769","5%","APPLY_OLD_DISCOUNT_RATE"
"10328","5%","APPLY_OLD_DISCOUNT_RATE"
"10723","5%","APPLY_OLD_DISCOUNT_RATE"
"10397","0%","APPLY_OLD_DISCOUNT_RATE"
"10590","5%","APPLY_OLD_DISCOUNT_RATE"
"10925","0%","APPLY_OLD_DISCOUNT_RATE"
"10402","10%","APPLY_OLD_DISCOUNT_RATE"
"10316","10%","APPLY_OLD_DISCOUNT_RATE"
"10991","5%","APPLY_OLD_DISCOUNT_RATE"
"11001","5%","APPLY_NEW_DISCOUNT_RATE"
"10555","5%","APPLY_OLD_DISCOUNT_RATE"
"10904","0%","APPLY_OLD_DISCOUNT_RATE"
"10462","0%","APPLY_OLD_DISCOUNT_RATE"
"11005","5%","APPLY_NEW_DISCOUNT_RATE"
"10862","5%","APPLY_OLD_DISCOUNT_RATE"
"10550","0%","APPLY_OLD_DISCOUNT_RATE"
"10577","0%","APPLY_OLD_DISCOUNT_RATE"
"10653","5%","APPLY_OLD_DISCOUNT_RATE"
"10605","5%","APPLY_OLD_DISCOUNT_RATE"
"10943","5%","APPLY_OLD_DISCOUNT_RATE"
"10324","5%","APPLY_OLD_DISCOUNT_RATE"
"10489","0%","APPLY_OLD_DISCOUNT_RATE"
"11018","0%","APPLY_NEW_DISCOUNT_RATE"
"10948","10%","APPLY_OLD_DISCOUNT_RATE"
"10929","0%","APPLY_OLD_DISCOUNT_RATE"
"10627","5%","APPLY_OLD_DISCOUNT_RATE"
"10353","15%","APPLY_OLD_DISCOUNT_RATE"
"10515","5%","APPLY_OLD_DISCOUNT_RATE"
"10725","0%","APPLY_OLD_DISCOUNT_RATE"
"10716","0%","APPLY_OLD_DISCOUNT_RATE"
"10652","0%","APPLY_OLD_DISCOUNT_RATE"
"10772","10%","APPLY_OLD_DISCOUNT_RATE"
"10757","0%","APPLY_OLD_DISCOUNT_RATE"
"10265","5%","APPLY_OLD_DISCOUNT_RATE"
"10949","10%","APPLY_OLD_DISCOUNT_RATE"
"10852","10%","APPLY_OLD_DISCOUNT_RATE"
"10546","0%","APPLY_OLD_DISCOUNT_RATE"
"10351","10%","APPLY_OLD_DISCOUNT_RATE"
"10514","0%","APPLY_OLD_DISCOUNT_RATE"
"10409","0%","APPLY_OLD_DISCOUNT_RATE"
"10624","5%","APPLY_OLD_DISCOUNT_RATE"
"10796","5%","APPLY_OLD_DISCOUNT_RATE"
"10588","10%","APPLY_OLD_DISCOUNT_RATE"
"10932","0%","APPLY_OLD_DISCOUNT_RATE"
"10897","15%","APPLY_OLD_DISCOUNT_RATE"
"10438","0%","APPLY_OLD_DISCOUNT_RATE"
"10684","0%","APPLY_OLD_DISCOUNT_RATE"
"10537","0%","APPLY_OLD_DISCOUNT_RATE"
"10915","0%","APPLY_OLD_DISCOUNT_RATE"
"11035","5%","APPLY_NEW_DISCOUNT_RATE"
"10804","0%","APPLY_OLD_DISCOUNT_RATE"
"10417","15%","APPLY_OLD_DISCOUNT_RATE"
"10687","10%","APPLY_OLD_DISCOUNT_RATE"
"10313","0%","APPLY_OLD_DISCOUNT_RATE"
"10323","0%","APPLY_OLD_DISCOUNT_RATE"
"10928","0%","APPLY_OLD_DISCOUNT_RATE"
"10562","0%","APPLY_OLD_DISCOUNT_RATE"
"10258","0%","APPLY_OLD_DISCOUNT_RATE"
"11052","0%","APPLY_NEW_DISCOUNT_RATE"
"10827","5%","APPLY_OLD_DISCOUNT_RATE"
"10701","10%","APPLY_OLD_DISCOUNT_RATE"
"10677","5%","APPLY_OLD_DISCOUNT_RATE"
"10383","5%","APPLY_OLD_DISCOUNT_RATE"
"10775","0%","APPLY_OLD_DISCOUNT_RATE"
"10971","5%","APPLY_OLD_DISCOUNT_RATE"
"10465","5%","APPLY_OLD_DISCOUNT_RATE"
"11007","0%","APPLY_NEW_DISCOUNT_RATE"
"11000","5%","APPLY_NEW_DISCOUNT_RATE"
"10469","5%","APPLY_OLD_DISCOUNT_RATE"
"11017","0%","APPLY_NEW_DISCOUNT_RATE"
"10958","0%","APPLY_OLD_DISCOUNT_RATE"
"10431","5%","APPLY_OLD_DISCOUNT_RATE"
"10831","10%","APPLY_OLD_DISCOUNT_RATE"
"10518","0%","APPLY_OLD_DISCOUNT_RATE"
"11049","0%","APPLY_NEW_DISCOUNT_RATE"
"10456","0%","APPLY_OLD_DISCOUNT_RATE"
"10581","0%","APPLY_OLD_DISCOUNT_RATE"
"10512","0%","APPLY_OLD_DISCOUNT_RATE"
"10722","5%","APPLY_OLD_DISCOUNT_RATE"
"10408","5%","APPLY_OLD_DISCOUNT_RATE"
"10477","0%","APPLY_OLD_DISCOUNT_RATE"
"11014","0%","APPLY_NEW_DISCOUNT_RATE"
"10877","5%","APPLY_OLD_DISCOUNT_RATE"
"10373","5%","APPLY_OLD_DISCOUNT_RATE"
"10740","0%","APPLY_OLD_DISCOUNT_RATE"
"10808","5%","APPLY_OLD_DISCOUNT_RATE"
"11062","0%","APPLY_NEW_DISCOUNT_RATE"
"11078","0%","APPLY_NEW_DISCOUNT_RATE"
"10805","0%","APPLY_OLD_DISCOUNT_RATE"
"11055","0%","APPLY_NEW_DISCOUNT_RATE"
"10269","0%","APPLY_OLD_DISCOUNT_RATE"
"11073","0%","APPLY_NEW_DISCOUNT_RATE"
"10571","0%","APPLY_OLD_DISCOUNT_RATE"
"10809","0%","APPLY_OLD_DISCOUNT_RATE"
"10972","0%","APPLY_OLD_DISCOUNT_RATE"
"10847","0%","APPLY_OLD_DISCOUNT_RATE"
"10612","0%","APPLY_OLD_DISCOUNT_RATE"
"10836","5%","APPLY_OLD_DISCOUNT_RATE"
"10312","5%","APPLY_OLD_DISCOUNT_RATE"
"10754","0%","APPLY_OLD_DISCOUNT_RATE"
"10977","0%","APPLY_OLD_DISCOUNT_RATE"
"10910","0%","APPLY_OLD_DISCOUNT_RATE"
"11008","5%","APPLY_NEW_DISCOUNT_RATE"
"10922","5%","APPLY_OLD_DISCOUNT_RATE"
"10408","0%","APPLY_OLD_DISCOUNT_RATE"
"10593","5%","APPLY_OLD_DISCOUNT_RATE"
"10515","10%","APPLY_OLD_DISCOUNT_RATE"
"11053","10%","APPLY_NEW_DISCOUNT_RATE"
"10724","0%","APPLY_OLD_DISCOUNT_RATE"
"10938","5%","APPLY_OLD_DISCOUNT_RATE"
"10536","5%","APPLY_OLD_DISCOUNT_RATE"
"10399","5%","APPLY_OLD_DISCOUNT_RATE"
"10633","0%","APPLY_OLD_DISCOUNT_RATE"
"10614","0%","APPLY_OLD_DISCOUNT_RATE"
"10898","0%","APPLY_OLD_DISCOUNT_RATE"
"10779","5%","APPLY_OLD_DISCOUNT_RATE"
"10430","5%","APPLY_OLD_DISCOUNT_RATE"
"10761","5%","APPLY_OLD_DISCOUNT_RATE"
"10590","0%","APPLY_OLD_DISCOUNT_RATE"
"10630","0%","APPLY_OLD_DISCOUNT_RATE"
"10960","0%","APPLY_OLD_DISCOUNT_RATE"
"10762","0%","APPLY_OLD_DISCOUNT_RATE"
"11021","10%","APPLY_NEW_DISCOUNT_RATE"
"11026","5%","APPLY_NEW_DISCOUNT_RATE"
"10780","0%","APPLY_OLD_DISCOUNT_RATE"
"10755","0%","APPLY_OLD_DISCOUNT_RATE"
"10574","5%","APPLY_OLD_DISCOUNT_RATE"
"10912","10%","APPLY_OLD_DISCOUNT_RATE"
"10381","0%","APPLY_OLD_DISCOUNT_RATE"
"10391","0%","APPLY_OLD_DISCOUNT_RATE"
"11002","0%","APPLY_NEW_DISCOUNT_RATE"
"10523","0%","APPLY_OLD_DISCOUNT_RATE"
"10833","5%","APPLY_OLD_DISCOUNT_RATE"
"10423","5%","APPLY_OLD_DISCOUNT_RATE"
"10387","0%","APPLY_OLD_DISCOUNT_RATE"
"10350","5%","APPLY_OLD_DISCOUNT_RATE"
"11021","0%","APPLY_NEW_DISCOUNT_RATE"
"10714","5%","APPLY_OLD_DISCOUNT_RATE"
"10280","0%","APPLY_OLD_DISCOUNT_RATE"
"11065","0%","APPLY_NEW_DISCOUNT_RATE"
"10259","0%","APPLY_OLD_DISCOUNT_RATE"
"10524","0%","APPLY_OLD_DISCOUNT_RATE"
"10829","0%","APPLY_OLD_DISCOUNT_RATE"
"11032","10%","APPLY_NEW_DISCOUNT_RATE"
"10908","5%","APPLY_OLD_DISCOUNT_RATE"
"10435","0%","APPLY_OLD_DISCOUNT_RATE"
"10774","0%","APPLY_OLD_DISCOUNT_RATE"
"10268","5%","APPLY_OLD_DISCOUNT_RATE"
"10548","0%","APPLY_OLD_DISCOUNT_RATE"
"10348","0%","APPLY_OLD_DISCOUNT_RATE"
"11059","5%","APPLY_NEW_DISCOUNT_RATE"
"11010","5%","APPLY_NEW_DISCOUNT_RATE"
"10643","0%","APPLY_OLD_DISCOUNT_RATE"
"10878","5%","APPLY_OLD_DISCOUNT_RATE"
"10355","0%","APPLY_OLD_DISCOUNT_RATE"
"10547","5%","APPLY_OLD_DISCOUNT_RATE"
"10492","5%","APPLY_OLD_DISCOUNT_RATE"
"10533","5%","APPLY_OLD_DISCOUNT_RATE"
"10561","10%","APPLY_OLD_DISCOUNT_RATE"
"10806","0%","APPLY_OLD_DISCOUNT_RATE"
"10270","5%","APPLY_OLD_DISCOUNT_RATE"
"10889","15%","APPLY_OLD_DISCOUNT_RATE"
"10797","5%","APPLY_OLD_DISCOUNT_RATE"
"10436","0%","APPLY_OLD_DISCOUNT_RATE"
"10814","0%","APPLY_OLD_DISCOUNT_RATE"
"10956","0%","APPLY_OLD_DISCOUNT_RATE"
"10319","0%","APPLY_OLD_DISCOUNT_RATE"
"11070","0%","APPLY_NEW_DISCOUNT_RATE"
"10389","5%","APPLY_OLD_DISCOUNT_RATE"
"10992","0%","APPLY_OLD_DISCOUNT_RATE"
"10515","0%","APPLY_OLD_DISCOUNT_RATE"
"10943","0%","APPLY_OLD_DISCOUNT_RATE"
"10540","10%","APPLY_OLD_DISCOUNT_RATE"
"10592","0%","APPLY_OLD_DISCOUNT_RATE"
"10301","0%","APPLY_OLD_DISCOUNT_RATE"
"10382","0%","APPLY_OLD_DISCOUNT_RATE"
"10561","0%","APPLY_OLD_DISCOUNT_RATE"
"10419","5%","APPLY_OLD_DISCOUNT_RATE"
"10767","0%","APPLY_OLD_DISCOUNT_RATE"
"10810","0%","APPLY_OLD_DISCOUNT_RATE"
"10689","5%","APPLY_OLD_DISCOUNT_RATE"
"10962","5%","APPLY_OLD_DISCOUNT_RATE"
"10708","0%","APPLY_OLD_DISCOUNT_RATE"
"10693","0%","APPLY_OLD_DISCOUNT_RATE"
"10885","5%","APPLY_OLD_DISCOUNT_RATE"
"10586","0%","APPLY_OLD_DISCOUNT_RATE"
"10886","10%","APPLY_OLD_DISCOUNT_RATE"
"10977","5%","APPLY_OLD_DISCOUNT_RATE"
"10656","5%","APPLY_OLD_DISCOUNT_RATE"
"10746","0%","APPLY_OLD_DISCOUNT_RATE"
"10458","5%","APPLY_OLD_DISCOUNT_RATE"
"10483","0%","APPLY_OLD_DISCOUNT_RATE"
"10612","5%","APPLY_OLD_DISCOUNT_RATE"
"10367","5%","APPLY_OLD_DISCOUNT_RATE"
"10505","0%","APPLY_OLD_DISCOUNT_RATE"
"10566","0%","APPLY_OLD_DISCOUNT_RATE"
"11059","0%","APPLY_NEW_DISCOUNT_RATE"
"10264","5%","APPLY_OLD_DISCOUNT_RATE"
"10595","10%","APPLY_OLD_DISCOUNT_RATE"
"10728","0%","APPLY_OLD_DISCOUNT_RATE"
"10538","0%","APPLY_OLD_DISCOUNT_RATE"
"10997","0%","APPLY_OLD_DISCOUNT_RATE"
"10681","5%","APPLY_OLD_DISCOUNT_RATE"
"10393","0%","APPLY_OLD_DISCOUNT_RATE"
"10974","5%","APPLY_OLD_DISCOUNT_RATE"
"10814","5%","APPLY_OLD_DISCOUNT_RATE"
"10998","0%","APPLY_OLD_DISCOUNT_RATE"
"10843","0%","APPLY_OLD_DISCOUNT_RATE"
"10865","5%","APPLY_OLD_DISCOUNT_RATE"
"10322","0%","APPLY_OLD_DISCOUNT_RATE"
"10604","0%","APPLY_OLD_DISCOUNT_RATE"
"10428","0%","APPLY_OLD_DISCOUNT_RATE"
"11071","0%","APPLY_NEW_DISCOUNT_RATE"
"10800","5%","APPLY_OLD_DISCOUNT_RATE"
"10690","0%","APPLY_OLD_DISCOUNT_RATE"
"10347","5%","APPLY_OLD_DISCOUNT_RATE"
"10607","5%","APPLY_OLD_DISCOUNT_RATE"
"10648","0%","APPLY_OLD_DISCOUNT_RATE"
"10398","10%","APPLY_OLD_DISCOUNT_RATE"
"10659","0%","APPLY_OLD_DISCOUNT_RATE"
"10692","5%","APPLY_OLD_DISCOUNT_RATE"
"10297","5%","APPLY_OLD_DISCOUNT_RATE"
"10738","0%","APPLY_OLD_DISCOUNT_RATE"
"10857","0%","APPLY_OLD_DISCOUNT_RATE"
"10749","0%","APPLY_OLD_DISCOUNT_RATE"
"10397","5%","APPLY_OLD_DISCOUNT_RATE"
"10852","0%","APPLY_OLD_DISCOUNT_RATE"
"10344","5%","APPLY_OLD_DISCOUNT_RATE"
"10970","0%","APPLY_OLD_DISCOUNT_RATE"
"10420","5%","APPLY_OLD_DISCOUNT_RATE"
"10496","0%","APPLY_OLD_DISCOUNT_RATE"
"10718","5%","APPLY_OLD_DISCOUNT_RATE"
"10846","5%","APPLY_OLD_DISCOUNT_RATE"
"10554","5%","APPLY_OLD_DISCOUNT_RATE"
"10354","0%","APPLY_OLD_DISCOUNT_RATE"
"10913","5%","APPLY_OLD_DISCOUNT_RATE"
"10905","0%","APPLY_OLD_DISCOUNT_RATE"
"10698","5%","APPLY_OLD_DISCOUNT_RATE"
"10639","5%","APPLY_OLD_DISCOUNT_RATE"
"10350","0%","APPLY_OLD_DISCOUNT_RATE"
"11017","5%","APPLY_NEW_DISCOUNT_RATE"
"10255","0%","APPLY_OLD_DISCOUNT_RATE"
"10731","0%","APPLY_OLD_DISCOUNT_RATE"
"10616","0%","APPLY_OLD_DISCOUNT_RATE"
"10423","0%","APPLY_OLD_DISCOUNT_RATE"
"10921","0%","APPLY_OLD_DISCOUNT_RATE"
"10712","0%","APPLY_OLD_DISCOUNT_RATE"
"10417","0%","APPLY_OLD_DISCOUNT_RATE"
"10565","0%","APPLY_OLD_DISCOUNT_RATE"
"10343","5%","APPLY_OLD_DISCOUNT_RATE"
"10326","5%","APPLY_OLD_DISCOUNT_RATE"
"10449","0%","APPLY_OLD_DISCOUNT_RATE"
"10880","5%","APPLY_OLD_DISCOUNT_RATE"
"10961","5%","APPLY_OLD_DISCOUNT_RATE"
"10332","0%","APPLY_OLD_DISCOUNT_RATE"
"10736","5%","APPLY_OLD_DISCOUNT_RATE"
"10785","0%","APPLY_OLD_DISCOUNT_RATE"
"10443","0%","APPLY_OLD_DISCOUNT_RATE"
"10897","5%","APPLY_OLD_DISCOUNT_RATE"
"10369","5%","APPLY_OLD_DISCOUNT_RATE"
"10868","5%","APPLY_OLD_DISCOUNT_RATE"
"10249","0%","APPLY_OLD_DISCOUNT_RATE"
"10828","5%","APPLY_OLD_DISCOUNT_RATE"
"10559","0%","APPLY_OLD_DISCOUNT_RATE"
"10459","5%","APPLY_OLD_DISCOUNT_RATE"
"11070","5%","APPLY_NEW_DISCOUNT_RATE"
"10996","5%","APPLY_OLD_DISCOUNT_RATE"
"10377","0%","APPLY_OLD_DISCOUNT_RATE"
"10290","5%","APPLY_OLD_DISCOUNT_RATE"
"10532","0%","APPLY_OLD_DISCOUNT_RATE"
"10439","5%","APPLY_OLD_DISCOUNT_RATE"
"10367","0%","APPLY_OLD_DISCOUNT_RATE"
"10308","0%","APPLY_OLD_DISCOUNT_RATE"
"10757","5%","APPLY_OLD_DISCOUNT_RATE"
"10748","0%","APPLY_OLD_DISCOUNT_RATE"
"10410","5%","APPLY_OLD_DISCOUNT_RATE"
"10392","5%","APPLY_OLD_DISCOUNT_RATE"
"10907","0%","APPLY_OLD_DISCOUNT_RATE"
"10272","5%","APPLY_OLD_DISCOUNT_RATE"
"10531","0%","APPLY_OLD_DISCOUNT_RATE"
"10690","5%","APPLY_OLD_DISCOUNT_RATE"
"10710","0%","APPLY_OLD_DISCOUNT_RATE"
"10424","5%","APPLY_OLD_DISCOUNT_RATE"
"10372","5%","APPLY_OLD_DISCOUNT_RATE"
"10309","5%","APPLY_OLD_DISCOUNT_RATE"
"10799","5%","APPLY_OLD_DISCOUNT_RATE"
"11023","5%","APPLY_NEW_DISCOUNT_RATE"
"10383","0%","APPLY_OLD_DISCOUNT_RATE"
"10611","5%","APPLY_OLD_DISCOUNT_RATE"
"10528","0%","APPLY_OLD_DISCOUNT_RATE"
"11040","0%","APPLY_NEW_DISCOUNT_RATE"
"10629","0%","APPLY_OLD_DISCOUNT_RATE"
"10488","5%","APPLY_OLD_DISCOUNT_RATE"
"10283","5%","APPLY_OLD_DISCOUNT_RATE"
"10694","5%","APPLY_OLD_DISCOUNT_RATE"
"10338","0%","APPLY_OLD_DISCOUNT_RATE"
"10886","5%","APPLY_OLD_DISCOUNT_RATE"
"10556","5%","APPLY_OLD_DISCOUNT_RATE"
"10958","5%","APPLY_OLD_DISCOUNT_RATE"
"10570","0%","APPLY_OLD_DISCOUNT_RATE"
"10499","5%","APPLY_OLD_DISCOUNT_RATE"
"10400","5%","APPLY_OLD_DISCOUNT_RATE"
"10962","0%","APPLY_OLD_DISCOUNT_RATE"
"10424","15%","APPLY_OLD_DISCOUNT_RATE"
"10746","5%","APPLY_OLD_DISCOUNT_RATE"
"10995","5%","APPLY_OLD_DISCOUNT_RATE"
"10968","0%","APPLY_OLD_DISCOUNT_RATE"
"10276","0%","APPLY_OLD_DISCOUNT_RATE"
"11045","0%","APPLY_NEW_DISCOUNT_RATE"
"10721","5%","APPLY_OLD_DISCOUNT_RATE"
"10539","0%","APPLY_OLD_DISCOUNT_RATE"
"10400","10%","APPLY_OLD_DISCOUNT_RATE"
"10801","5%","APPLY_OLD_DISCOUNT_RATE"
"10271","0%","APPLY_OLD_DISCOUNT_RATE"
"10466","0%","APPLY_OLD_DISCOUNT_RATE"
"10403","5%","APPLY_OLD_DISCOUNT_RATE"
"10893","0%","APPLY_OLD_DISCOUNT_RATE"
"10818","0%","APPLY_OLD_DISCOUNT_RATE"
"10812","5%","APPLY_OLD_DISCOUNT_RATE"
"10564","5%","APPLY_OLD_DISCOUNT_RATE"
"10480","5%","APPLY_OLD_DISCOUNT_RATE"
